PostalCode,Longitude,Latitude,State2,State,City,County,Region,Area,TimeZone
35288,-86.8027,33.5208,AL,Alabama,BIRMINGHAM,JEFFERSON,South,Birmingham-Hoover AL,6
35290,-86.8027,33.5208,AL,Alabama,BIRMINGHAM,JEFFERSON,South,Birmingham-Hoover AL,6
35291,-86.8027,33.5208,AL,Alabama,BIRMINGHAM,JEFFERSON,South,Birmingham-Hoover AL,6
35292,-86.8027,33.5208,AL,Alabama,BIRMINGHAM,JEFFERSON,South,Birmingham-Hoover AL,6
35293,-86.8027,33.5208,AL,Alabama,BIRMINGHAM,JEFFERSON,South,Birmingham-Hoover AL,6
35294,-86.8027,33.5208,AL,Alabama,BIRMINGHAM,JEFFERSON,South,Birmingham-Hoover AL,6
35295,-86.8027,33.5208,AL,Alabama,BIRMINGHAM,JEFFERSON,South,Birmingham-Hoover AL,6
35296,-86.8027,33.5208,AL,Alabama,BIRMINGHAM,JEFFERSON,South,Birmingham-Hoover AL,6
35297,-86.8027,33.5208,AL,Alabama,BIRMINGHAM,JEFFERSON,South,Birmingham-Hoover AL,6
35298,-86.8027,33.5208,AL,Alabama,BIRMINGHAM,JEFFERSON,South,Birmingham-Hoover AL,6
35487,-87.545291,33.218225,AL,Alabama,TUSCALOOSA,TUSCALOOSA,South,Tuscaloosa AL,6
35632,-87.6774,34.7999,AL,Alabama,FLORENCE,LAUDERDALE,South,Florence-Muscle Shoals AL,6
35699,-86.9836,34.6059,AL,Alabama,DECATUR,MORGAN,South,Decatur AL,6
35893,-86.5863,34.7305,AL,Alabama,HUNTSVILLE,MADISON,South,Huntsville AL,6
35894,-86.5863,34.7305,AL,Alabama,HUNTSVILLE,MADISON,South,Huntsville AL,6
35895,-86.5685,34.7186,AL,Alabama,HUNTSVILLE,MADISON,South,Huntsville AL,6
35896,-86.5863,34.7305,AL,Alabama,HUNTSVILLE,MADISON,South,Huntsville AL,6
35897,-86.5863,34.7305,AL,Alabama,HUNTSVILLE,MADISON,South,Huntsville AL,6
35898,-86.65491,34.62855,AL,Alabama,HUNTSVILLE,MADISON,South,Huntsville AL,6
35899,-86.5863,34.7305,AL,Alabama,HUNTSVILLE,MADISON,South,Huntsville AL,6
36082,-85.956644,31.801029,AL,Alabama,TROY,PIKE,South,Troy AL,6
36118,-86.3002,32.3667,AL,Alabama,MONTGOMERY,MONTGOMERY,South,Montgomery AL,6
36130,-86.3002,32.3667,AL,Alabama,MONTGOMERY,MONTGOMERY,South,Montgomery AL,6
36131,-86.3002,32.3667,AL,Alabama,MONTGOMERY,MONTGOMERY,South,Montgomery AL,6
36132,-86.3002,32.3667,AL,Alabama,MONTGOMERY,MONTGOMERY,South,Montgomery AL,6
36133,-86.3002,32.3667,AL,Alabama,MONTGOMERY,MONTGOMERY,South,Montgomery AL,6
36134,-86.3002,32.3667,AL,Alabama,MONTGOMERY,MONTGOMERY,South,Montgomery AL,6
36135,-86.3002,32.3667,AL,Alabama,MONTGOMERY,MONTGOMERY,South,Montgomery AL,6
36140,-86.3002,32.3667,AL,Alabama,MONTGOMERY,MONTGOMERY,South,Montgomery AL,6
36141,-86.3002,32.3667,AL,Alabama,MONTGOMERY,MONTGOMERY,South,Montgomery AL,6
36142,-86.3002,32.3667,AL,Alabama,MONTGOMERY,MONTGOMERY,South,Montgomery AL,6
36177,-86.3002,32.3667,AL,Alabama,MONTGOMERY,MONTGOMERY,South,Montgomery AL,6
36191,-86.3002,32.3667,AL,Alabama,MONTGOMERY,MONTGOMERY,South,Montgomery AL,6
36628,-88.0431,30.6945,AL,Alabama,MOBILE,MOBILE,South,Mobile AL,6
36630,-88.0431,30.6945,AL,Alabama,MOBILE,MOBILE,South,Mobile AL,6
36644,-88.0431,30.6945,AL,Alabama,MOBILE,MOBILE,South,Mobile AL,6
36675,-88.0431,30.6945,AL,Alabama,MOBILE,MOBILE,South,Mobile AL,6
36688,-88.182407,30.695894,AL,Alabama,MOBILE,MOBILE,South,Mobile AL,6
36849,-85.488958,32.599435,AL,Alabama,AUBURN UNIVERSITY,LEE,South,Auburn-Opelika AL,6
37044,-87.3543,36.5324,TN,Tennessee,CLARKSVILLE,MONTGOMERY,South,Clarksville TN-KY,6
37089,-86.5819,36.0156,TN,Tennessee,LA VERGNE,RUTHERFORD,South,Nashville-Davidson--Murfreesboro--Franklin TN,6
37131,-86.3903,35.8457,TN,Tennessee,MURFREESBORO,RUTHERFORD,South,Nashville-Davidson--Murfreesboro--Franklin TN,6
37132,-86.362076,35.848843,TN,Tennessee,MURFREESBORO,RUTHERFORD,South,Nashville-Davidson--Murfreesboro--Franklin TN,6
37161,-86.4603,35.4835,TN,Tennessee,SHELBYVILLE,BEDFORD,South,Shelbyville TN,6
37232,-86.7845,36.1656,TN,Tennessee,NASHVILLE,DAVIDSON,South,Nashville-Davidson--Murfreesboro--Franklin TN,6
37234,-86.7845,36.1656,TN,Tennessee,NASHVILLE,DAVIDSON,South,Nashville-Davidson--Murfreesboro--Franklin TN,6
37235,-86.7814,36.1649,TN,Tennessee,NASHVILLE,DAVIDSON,South,Nashville-Davidson--Murfreesboro--Franklin TN,6
37236,-86.7845,36.1656,TN,Tennessee,NASHVILLE,DAVIDSON,South,Nashville-Davidson--Murfreesboro--Franklin TN,6
37240,-86.803816,36.146787,TN,Tennessee,NASHVILLE,DAVIDSON,South,Nashville-Davidson--Murfreesboro--Franklin TN,6
37241,-86.7845,36.1656,TN,Tennessee,NASHVILLE,DAVIDSON,South,Nashville-Davidson--Murfreesboro--Franklin TN,6
37242,-86.7798,36.1663,TN,Tennessee,NASHVILLE,DAVIDSON,South,Nashville-Davidson--Murfreesboro--Franklin TN,6
37243,-86.7847,36.1623,TN,Tennessee,NASHVILLE,DAVIDSON,South,Nashville-Davidson--Murfreesboro--Franklin TN,6
37246,-86.7845,36.1656,TN,Tennessee,NASHVILLE,DAVIDSON,South,Nashville-Davidson--Murfreesboro--Franklin TN,6
37250,-86.7845,36.1656,TN,Tennessee,NASHVILLE,DAVIDSON,South,Nashville-Davidson--Murfreesboro--Franklin TN,6
37383,-85.919158,35.206633,TN,Tennessee,SEWANEE,FRANKLIN,South,Tullahoma-Manchester TN,6
37501,-90.0487,35.1496,TN,Tennessee,MEMPHIS,SHELBY,South,Memphis TN-MS-AR,6
37544,-90.05,35.15,TN,Tennessee,MEMPHIS,SHELBY,South,Memphis TN-MS-AR,6
37669,-82.5619,36.5486,TN,Tennessee,KINGSPORT,SULLIVAN,South,Kingsport-Bristol-Bristol TN-VA,5
37699,-82.3042,36.4194,TN,Tennessee,PINEY FLATS,SULLIVAN,South,Kingsport-Bristol-Bristol TN-VA,5
37995,-83.9206,35.9609,TN,Tennessee,KNOXVILLE,KNOX,South,Knoxville TN,5
37996,-83.9206,35.9609,TN,Tennessee,KNOXVILLE,KNOX,South,Knoxville TN,5
37997,-83.9206,35.9609,TN,Tennessee,KNOXVILLE,KNOX,South,Knoxville TN,5
37998,-83.748466,35.937674,TN,Tennessee,KNOXVILLE,KNOX,South,Knoxville TN,5
38055,-89.8985,35.3305,TN,Tennessee,MILLINGTON,SHELBY,South,Memphis TN-MS-AR,6
38136,-90.0487,35.1497,TN,Tennessee,MEMPHIS,SHELBY,South,Memphis TN-MS-AR,6
38145,-90.0487,35.1497,TN,Tennessee,MEMPHIS,SHELBY,South,Memphis TN-MS-AR,6
38147,-90.0487,35.1497,TN,Tennessee,MEMPHIS,SHELBY,South,Memphis TN-MS-AR,6
38148,-90.0487,35.1497,TN,Tennessee,MEMPHIS,SHELBY,South,Memphis TN-MS-AR,6
38150,-90.0487,35.1497,TN,Tennessee,MEMPHIS,SHELBY,South,Memphis TN-MS-AR,6
38151,-90.0487,35.1497,TN,Tennessee,MEMPHIS,SHELBY,South,Memphis TN-MS-AR,6
38152,-89.93724,35.118968,TN,Tennessee,MEMPHIS,SHELBY,South,Memphis TN-MS-AR,6
38159,-90.0487,35.1497,TN,Tennessee,MEMPHIS,SHELBY,South,Memphis TN-MS-AR,6
38161,-90.0487,35.1497,TN,Tennessee,MEMPHIS,SHELBY,South,Memphis TN-MS-AR,6
38163,-90.0487,35.1497,TN,Tennessee,MEMPHIS,SHELBY,South,Memphis TN-MS-AR,6
38166,-90.0487,35.1497,TN,Tennessee,MEMPHIS,SHELBY,South,Memphis TN-MS-AR,6
38188,-90.0487,35.1497,TN,Tennessee,MEMPHIS,SHELBY,South,Memphis TN-MS-AR,6
38193,-90.0487,35.1497,TN,Tennessee,MEMPHIS,SHELBY,South,Memphis TN-MS-AR,6
38194,-90.0487,35.1497,TN,Tennessee,MEMPHIS,SHELBY,South,Memphis TN-MS-AR,6
38197,-90.0487,35.1497,TN,Tennessee,MEMPHIS,SHELBY,South,Memphis TN-MS-AR,6
38238,-88.863376,36.3431,TN,Tennessee,MARTIN,WEAKLEY,South,Martin TN,6
38505,-85.505928,36.175503,TN,Tennessee,COOKEVILLE,PUTNAM,South,Cookeville TN,6
38686,-90.1514,34.9575,MS,Mississippi,WALLS,DESOTO,South,Memphis TN-MS-AR,6
39058,-90.332378,32.33515,MS,Mississippi,CLINTON,HINDS,South,Jackson MS,6
39210,-90.178926,32.322649,MS,Mississippi,JACKSON,HINDS,South,Jackson MS,6
39217,-90.210022,32.296428,MS,Mississippi,JACKSON,HINDS,South,Jackson MS,6
39250,-90.1849,32.2986,MS,Mississippi,JACKSON,HINDS,South,Jackson MS,6
39271,-90.1849,32.2986,MS,Mississippi,JACKSON,HINDS,South,Jackson MS,6
39309,-88.568414,32.5569,MS,Mississippi,MERIDIAN,LAUDERDALE,South,Meridian MS,6
39406,-89.33671,31.328638,MS,Mississippi,HATTIESBURG,FORREST,South,Hattiesburg MS,6
39407,-89.2905,31.3268,MS,Mississippi,HATTIESBURG,FORREST,South,Hattiesburg MS,6
39522,-89.326,30.3127,MS,Mississippi,STENNIS SPACE CENTER,HANCOCK,South,Gulfport-Biloxi-Pascagoula MS,6
39529,-89.613906,30.386707,MS,Mississippi,STENNIS SPACE CENTER,HANCOCK,South,Gulfport-Biloxi-Pascagoula MS,6
39595,-88.5463,30.3627,MS,Mississippi,PASCAGOULA,JACKSON,South,Gulfport-Biloxi-Pascagoula MS,6
39710,-88.44719,33.62896,MS,Mississippi,COLUMBUS,LOWNDES,South,Columbus MS,6
39901,-84.3944,33.7512,GA,Georgia,ATLANTA,DEKALB,South,Atlanta-Sandy Springs-Roswell GA,5
40032,-85.3786,38.4075,KY,Kentucky,LA GRANGE,OLDHAM,South,Louisville/Jefferson County KY-IN,5
40166,-85.686042,37.981378,KY,Kentucky,SHEPHERDSVILLE,BULLITT,South,Louisville/Jefferson County KY-IN,6
40225,-85.7595,38.2545,KY,Kentucky,LOUISVILLE,JEFFERSON,South,Louisville/Jefferson County KY-IN,5
40266,-85.7595,38.2545,KY,Kentucky,LOUISVILLE,JEFFERSON,South,Louisville/Jefferson County KY-IN,5
40280,-85.7595,38.2545,KY,Kentucky,LOUISVILLE,JEFFERSON,South,Louisville/Jefferson County KY-IN,5
40281,-85.7595,38.2545,KY,Kentucky,LOUISVILLE,JEFFERSON,South,Louisville/Jefferson County KY-IN,5
40282,-85.7595,38.2545,KY,Kentucky,LOUISVILLE,JEFFERSON,South,Louisville/Jefferson County KY-IN,5
40283,-85.7595,38.2545,KY,Kentucky,LOUISVILLE,JEFFERSON,South,Louisville/Jefferson County KY-IN,5
40287,-85.7595,38.2545,KY,Kentucky,LOUISVILLE,JEFFERSON,South,Louisville/Jefferson County KY-IN,5
40289,-85.7595,38.2545,KY,Kentucky,LOUISVILLE,JEFFERSON,South,Louisville/Jefferson County KY-IN,5
40292,-85.759437,38.216345,KY,Kentucky,LOUISVILLE,JEFFERSON,South,Louisville/Jefferson County KY-IN,5
40294,-85.7595,38.2545,KY,Kentucky,LOUISVILLE,JEFFERSON,South,Louisville/Jefferson County KY-IN,5
40296,-85.7595,38.2545,KY,Kentucky,LOUISVILLE,JEFFERSON,South,Louisville/Jefferson County KY-IN,5
40297,-85.7595,38.2545,KY,Kentucky,LOUISVILLE,JEFFERSON,South,Louisville/Jefferson County KY-IN,5
40384,-84.7299,38.0527,KY,Kentucky,VERSAILLES,WOODFORD,South,Lexington-Fayette KY,5
40404,-84.2965,37.5687,KY,Kentucky,BEREA,MADISON,South,Richmond-Berea KY,5
40446,-84.5781,37.6194,KY,Kentucky,LANCASTER,GARRARD,South,,5
40506,-84.5004,38.0494,KY,Kentucky,LEXINGTON,FAYETTE,South,Lexington-Fayette KY,5
40526,-84.5004,38.0494,KY,Kentucky,LEXINGTON,FAYETTE,South,Lexington-Fayette KY,5
40536,-84.5004,38.0494,KY,Kentucky,LEXINGTON,FAYETTE,South,Lexington-Fayette KY,5
40546,-84.5004,38.0494,KY,Kentucky,LEXINGTON,FAYETTE,South,Lexington-Fayette KY,5
40550,-84.5004,38.0494,KY,Kentucky,LEXINGTON,FAYETTE,South,Lexington-Fayette KY,5
40598,-84.5004,38.0494,KY,Kentucky,LEXINGTON,FAYETTE,South,Lexington-Fayette KY,5
40618,-84.8734,38.2009,KY,Kentucky,FRANKFORT,FRANKLIN,South,Frankfort KY,5
40619,-84.8734,38.2009,KY,Kentucky,FRANKFORT,FRANKLIN,South,Frankfort KY,5
40620,-84.8734,38.2009,KY,Kentucky,FRANKFORT,FRANKLIN,South,Frankfort KY,5
40621,-84.8734,38.2009,KY,Kentucky,FRANKFORT,FRANKLIN,South,Frankfort KY,5
40622,-84.8734,38.2009,KY,Kentucky,FRANKFORT,FRANKLIN,South,Frankfort KY,5
40750,0,0,KY,Kentucky,LONDON,LAUREL,South,London KY,5
41019,-84.5086,39.0836,KY,Kentucky,COVINGTON,KENTON,South,Cincinnati OH-KY-IN,5
41021,0,0,KY,Kentucky,HEBRON,BOONE,South,Cincinnati OH-KY-IN,5
41025,0,0,KY,Kentucky,ERLANGER,KENTON,South,Cincinnati OH-KY-IN,5
41099,-84.462952,39.031083,KY,Kentucky,NEWPORT,CAMPBELL,South,Cincinnati OH-KY-IN,5
41114,-82.6381,38.4785,KY,Kentucky,ASHLAND,BOYD,South,Huntington-Ashland WV-KY-OH,5
43041,-83.3674,40.2365,OH,Ohio,MARYSVILLE,UNION,Midwest,Columbus OH,5
43069,-82.81,39.95,OH,Ohio,REYNOLDSBURG,FRANKLIN,Midwest,Columbus OH,5
43093,-82.4014,40.0581,OH,Ohio,NEWARK,LICKING,Midwest,Columbus OH,5
43194,-82.958113,39.839336,OH,Ohio,LOCKBOURNE,FRANKLIN,Midwest,Columbus OH,5
43195,-82.8916,39.8614,OH,Ohio,GROVEPORT,FRANKLIN,Midwest,Columbus OH,5
43199,-82.8916,39.8614,OH,Ohio,GROVEPORT,FRANKLIN,Midwest,Columbus OH,5
43251,-82.9989,39.9602,OH,Ohio,COLUMBUS,FRANKLIN,Midwest,Columbus OH,5
43260,-82.9989,39.9602,OH,Ohio,COLUMBUS,FRANKLIN,Midwest,Columbus OH,5
43266,-82.9989,39.9602,OH,Ohio,COLUMBUS,FRANKLIN,Midwest,Columbus OH,5
43268,-82.9989,39.9602,OH,Ohio,COLUMBUS,FRANKLIN,Midwest,Columbus OH,5
43270,-82.9989,39.9602,OH,Ohio,COLUMBUS,FRANKLIN,Midwest,Columbus OH,5
43271,-82.9989,39.9602,OH,Ohio,COLUMBUS,FRANKLIN,Midwest,Columbus OH,5
43272,-82.9989,39.9602,OH,Ohio,COLUMBUS,FRANKLIN,Midwest,Columbus OH,5
43279,-82.9986,39.9615,OH,Ohio,COLUMBUS,FRANKLIN,Midwest,Columbus OH,5
43287,-82.9989,39.9602,OH,Ohio,COLUMBUS,FRANKLIN,Midwest,Columbus OH,5
43291,-82.9989,39.9602,OH,Ohio,COLUMBUS,FRANKLIN,Midwest,Columbus OH,5
43403,-83.623002,41.3773,OH,Ohio,BOWLING GREEN,WOOD,Midwest,Toledo OH,5
43652,-83.5554,41.6639,OH,Ohio,TOLEDO,LUCAS,Midwest,Toledo OH,5
43654,-83.5554,41.6639,OH,Ohio,TOLEDO,WOOD,Midwest,Toledo OH,5
43656,-83.5554,41.6639,OH,Ohio,TOLEDO,LUCAS,Midwest,Toledo OH,5
43657,-83.5554,41.6639,OH,Ohio,TOLEDO,LUCAS,Midwest,Toledo OH,5
43659,-83.5554,41.6639,OH,Ohio,TOLEDO,LUCAS,Midwest,Toledo OH,5
43660,-83.5554,41.6639,OH,Ohio,TOLEDO,LUCAS,Midwest,Toledo OH,5
43661,-83.5554,41.6639,OH,Ohio,TOLEDO,LUCAS,Midwest,Toledo OH,5
43666,-83.5554,41.6639,OH,Ohio,TOLEDO,LUCAS,Midwest,Toledo OH,5
43667,-83.5554,41.6639,OH,Ohio,TOLEDO,LUCAS,Midwest,Toledo OH,5
43681,-83.5554,41.6639,OH,Ohio,TOLEDO,LUCAS,Midwest,Toledo OH,5
43682,-83.5554,41.6639,OH,Ohio,TOLEDO,LUCAS,Midwest,Toledo OH,5
44073,-81.3409,41.4944,OH,Ohio,NOVELTY,GEAUGA,Midwest,Cleveland-Elyria OH,5
44188,-81.6956,41.4997,OH,Ohio,CLEVELAND,CUYAHOGA,Midwest,Cleveland-Elyria OH,5
44190,-81.6956,41.4997,OH,Ohio,CLEVELAND,CUYAHOGA,Midwest,Cleveland-Elyria OH,5
44191,-81.6956,41.4997,OH,Ohio,CLEVELAND,CUYAHOGA,Midwest,Cleveland-Elyria OH,5
44192,-81.6956,41.4997,OH,Ohio,CLEVELAND,CUYAHOGA,Midwest,Cleveland-Elyria OH,5
44193,-81.6956,41.4997,OH,Ohio,CLEVELAND,CUYAHOGA,Midwest,Cleveland-Elyria OH,5
44194,-81.6956,41.4997,OH,Ohio,CLEVELAND,CUYAHOGA,Midwest,Cleveland-Elyria OH,5
44195,-81.6956,41.4997,OH,Ohio,CLEVELAND,CUYAHOGA,Midwest,Cleveland-Elyria OH,5
44197,-81.6956,41.4997,OH,Ohio,CLEVELAND,CUYAHOGA,Midwest,Cleveland-Elyria OH,5
44198,-81.6956,41.4997,OH,Ohio,CLEVELAND,CUYAHOGA,Midwest,Cleveland-Elyria OH,5
44237,-81.4409,41.2402,OH,Ohio,HUDSON,SUMMIT,Midwest,Akron OH,5
44242,-81.3582,41.1538,OH,Ohio,KENT,PORTAGE,Midwest,Akron OH,5
44315,-81.5192,41.0816,OH,Ohio,AKRON,SUMMIT,Midwest,Akron OH,5
44316,-81.5192,41.0816,OH,Ohio,AKRON,SUMMIT,Midwest,Akron OH,5
44317,-81.5192,41.0816,OH,Ohio,AKRON,SUMMIT,Midwest,Akron OH,5
44325,-81.51315,41.073452,OH,Ohio,AKRON,SUMMIT,Midwest,Akron OH,5
44326,-81.5192,41.0816,OH,Ohio,AKRON,SUMMIT,Midwest,Akron OH,5
44328,-81.5192,41.0816,OH,Ohio,AKRON,SUMMIT,Midwest,Akron OH,5
44396,-81.5192,41.0816,OH,Ohio,AKRON,SUMMIT,Midwest,Akron OH,5
44398,-81.5192,41.0816,OH,Ohio,AKRON,SUMMIT,Midwest,Akron OH,5
44486,-80.8186,41.2376,OH,Ohio,WARREN,TRUMBULL,Midwest,Youngstown-Warren-Boardman OH-PA,5
44488,-80.8186,41.2376,OH,Ohio,WARREN,TRUMBULL,Midwest,Youngstown-Warren-Boardman OH-PA,5
44555,-80.64854,41.105984,OH,Ohio,YOUNGSTOWN,MAHONING,Midwest,Youngstown-Warren-Boardman OH-PA,5
44750,-81.3788,40.7987,OH,Ohio,CANTON,STARK,Midwest,Canton-Massillon OH,5
44767,-81.3788,40.7987,OH,Ohio,CANTON,STARK,Midwest,Canton-Massillon OH,5
44799,-81.3788,40.7987,OH,Ohio,CANTON,STARK,Midwest,Canton-Massillon OH,5
44888,-82.7265,41.0531,OH,Ohio,WILLARD,HURON,Midwest,Norwalk OH,5
45221,-84.4569,39.1616,OH,Ohio,CINCINNATI,HAMILTON,Midwest,Cincinnati OH-KY-IN,5
45263,-84.4569,39.1616,OH,Ohio,CINCINNATI,HAMILTON,Midwest,Cincinnati OH-KY-IN,5
45264,-84.4569,39.1616,OH,Ohio,CINCINNATI,HAMILTON,Midwest,Cincinnati OH-KY-IN,5
45267,-84.4569,39.1616,OH,Ohio,CINCINNATI,HAMILTON,Midwest,Cincinnati OH-KY-IN,5
45268,-84.4569,39.1616,OH,Ohio,CINCINNATI,HAMILTON,Midwest,Cincinnati OH-KY-IN,5
45269,-84.4569,39.1616,OH,Ohio,CINCINNATI,HAMILTON,Midwest,Cincinnati OH-KY-IN,5
45270,-84.4569,39.1616,OH,Ohio,CINCINNATI,HAMILTON,Midwest,Cincinnati OH-KY-IN,5
45271,-84.4569,39.1616,OH,Ohio,CINCINNATI,HAMILTON,Midwest,Cincinnati OH-KY-IN,5
45273,-84.4569,39.1616,OH,Ohio,CINCINNATI,HAMILTON,Midwest,Cincinnati OH-KY-IN,5
45274,-84.4569,39.1616,OH,Ohio,CINCINNATI,HAMILTON,Midwest,Cincinnati OH-KY-IN,5
45277,-84.4569,39.1616,OH,Ohio,CINCINNATI,HAMILTON,Midwest,Cincinnati OH-KY-IN,5
45296,-84.4569,39.1616,OH,Ohio,CINCINNATI,HAMILTON,Midwest,Cincinnati OH-KY-IN,5
45298,-84.4569,39.1616,OH,Ohio,CINCINNATI,HAMILTON,Midwest,Cincinnati OH-KY-IN,5
45299,-84.4569,39.1616,OH,Ohio,CINCINNATI,HAMILTON,Midwest,Cincinnati OH-KY-IN,5
45367,-84.1558,40.2842,OH,Ohio,SIDNEY,SHELBY,Midwest,Sidney OH,5
45374,-84.2033,40.0394,OH,Ohio,TROY,MIAMI,Midwest,Dayton OH,5
45412,-84.1919,39.7587,OH,Ohio,DAYTON,MONTGOMERY,Midwest,Dayton OH,5
45422,-84.1935,39.7586,OH,Ohio,DAYTON,MONTGOMERY,Midwest,Dayton OH,5
45435,-84.066138,39.777786,OH,Ohio,DAYTON,GREENE,Midwest,Dayton OH,5
45448,-84.1902,39.7603,OH,Ohio,DAYTON,MONTGOMERY,Midwest,Dayton OH,5
45469,-84.1935,39.7579,OH,Ohio,DAYTON,MONTGOMERY,Midwest,Dayton OH,5
45470,-84.1919,39.7587,OH,Ohio,DAYTON,MONTGOMERY,Midwest,Dayton OH,5
45481,-84.1919,39.7587,OH,Ohio,DAYTON,MONTGOMERY,Midwest,Dayton OH,5
45482,-84.1919,39.7587,OH,Ohio,DAYTON,MONTGOMERY,Midwest,Dayton OH,5
45699,-82.9968,38.8797,OH,Ohio,LUCASVILLE,SCIOTO,Midwest,Portsmouth OH,5
45999,-84.4569,39.1619,OH,Ohio,CINCINNATI,HAMILTON,Midwest,Cincinnati OH-KY-IN,5
46085,-86.01,39.96,IN,Indiana,FISHERS,HAMILTON,Midwest,Indianapolis-Carmel-Anderson IN,5
46197,0,0,IN,Indiana,PLAINFIELD,HENDRICKS,Midwest,Indianapolis-Carmel-Anderson IN,5
46209,-86.1582,39.7683,IN,Indiana,INDIANAPOLIS,MARION,Midwest,Indianapolis-Carmel-Anderson IN,5
46210,0,0,IN,Indiana,INDIANAPOLIS,MARION,Midwest,Indianapolis-Carmel-Anderson IN,5
46211,-86.1582,39.7683,IN,Indiana,INDIANAPOLIS,MARION,Midwest,Indianapolis-Carmel-Anderson IN,5
46213,0,0,IN,Indiana,INDIANAPOLIS,MARION,Midwest,Indianapolis-Carmel-Anderson IN,5
46249,-86.1582,39.7683,IN,Indiana,INDIANAPOLIS,MARION,Midwest,Indianapolis-Carmel-Anderson IN,5
46255,-86.1582,39.7683,IN,Indiana,INDIANAPOLIS,MARION,Midwest,Indianapolis-Carmel-Anderson IN,5
46262,0,0,IN,Indiana,INDIANAPOLIS,MARION,Midwest,Indianapolis-Carmel-Anderson IN,5
46266,-86.1582,39.7683,IN,Indiana,INDIANAPOLIS,MARION,Midwest,Indianapolis-Carmel-Anderson IN,5
46274,-86.1582,39.7683,IN,Indiana,INDIANAPOLIS,MARION,Midwest,Indianapolis-Carmel-Anderson IN,5
46275,-86.1582,39.7683,IN,Indiana,INDIANAPOLIS,MARION,Midwest,Indianapolis-Carmel-Anderson IN,5
46277,-86.1582,39.7683,IN,Indiana,INDIANAPOLIS,MARION,Midwest,Indianapolis-Carmel-Anderson IN,5
46283,-86.1582,39.7683,IN,Indiana,INDIANAPOLIS,MARION,Midwest,Indianapolis-Carmel-Anderson IN,5
46285,-86.1582,39.7683,IN,Indiana,INDIANAPOLIS,MARION,Midwest,Indianapolis-Carmel-Anderson IN,5
46291,-86.1582,39.7683,IN,Indiana,INDIANAPOLIS,MARION,Midwest,Indianapolis-Carmel-Anderson IN,5
46295,-86.1582,39.7683,IN,Indiana,INDIANAPOLIS,MARION,Midwest,Indianapolis-Carmel-Anderson IN,5
46296,-86.1582,39.7683,IN,Indiana,INDIANAPOLIS,MARION,Midwest,Indianapolis-Carmel-Anderson IN,5
46298,-86.1105,39.7746,IN,Indiana,INDIANAPOLIS,MARION,Midwest,Indianapolis-Carmel-Anderson IN,5
46626,-86.2503,41.6833,IN,Indiana,SOUTH BEND,ST JOSEPH,Midwest,South Bend-Mishawaka IN-MI,5
46699,-86.2503,41.6833,IN,Indiana,SOUTH BEND,ST JOSEPH,Midwest,South Bend-Mishawaka IN-MI,5
46897,-85.1405,41.0742,IN,Indiana,FORT WAYNE,ALLEN,Midwest,Fort Wayne IN,5
47132,-85.7514,38.2901,IN,Indiana,JEFFERSONVILLE,CLARK,Midwest,Louisville/Jefferson County KY-IN,5
47133,-85.7514,38.2901,IN,Indiana,JEFFERSONVILLE,CLARK,Midwest,Louisville/Jefferson County KY-IN,5
47134,-85.7514,38.2901,IN,Indiana,JEFFERSONVILLE,CLARK,Midwest,Louisville/Jefferson County KY-IN,5
47144,-85.7514,38.2901,IN,Indiana,JEFFERSONVILLE,CLARK,Midwest,Louisville/Jefferson County KY-IN,5
47199,-85.7514,38.2901,IN,Indiana,JEFFERSONVILLE,CLARK,Midwest,Louisville/Jefferson County KY-IN,5
47306,-85.40807,40.206458,IN,Indiana,MUNCIE,DELAWARE,Midwest,Muncie IN,5
47549,-86.9313,38.3917,IN,Indiana,JASPER,DUBOIS,Midwest,Jasper IN,5
47721,-87.5555,37.9744,IN,Indiana,EVANSVILLE,VANDERBURGH,Midwest,Evansville IN-KY,6
47722,-87.531692,37.971714,IN,Indiana,EVANSVILLE,VANDERBURGH,Midwest,Evansville IN-KY,6
47740,-87.5555,37.9744,IN,Indiana,EVANSVILLE,VANDERBURGH,Midwest,Evansville IN-KY,6
47747,-87.5555,37.9744,IN,Indiana,EVANSVILLE,VANDERBURGH,Midwest,Evansville IN-KY,6
47750,-87.5555,37.9744,IN,Indiana,EVANSVILLE,VANDERBURGH,Midwest,Evansville IN-KY,6
47809,-87.401122,39.472382,IN,Indiana,TERRE HAUTE,VIGO,Midwest,Terre Haute IN,5
48222,-83.0456,42.3317,MI,Michigan,DETROIT,WAYNE,Midwest,Detroit-Warren-Dearborn MI,5
48255,-83.0456,42.3317,MI,Michigan,DETROIT,WAYNE,Midwest,Detroit-Warren-Dearborn MI,5
48260,-83.0456,42.3317,MI,Michigan,DETROIT,WAYNE,Midwest,Detroit-Warren-Dearborn MI,5
48264,-83.0456,42.3317,MI,Michigan,DETROIT,WAYNE,Midwest,Detroit-Warren-Dearborn MI,5
48265,-83.0456,42.3317,MI,Michigan,DETROIT,WAYNE,Midwest,Detroit-Warren-Dearborn MI,5
48266,-83.0456,42.3317,MI,Michigan,DETROIT,WAYNE,Midwest,Detroit-Warren-Dearborn MI,5
48267,-83.0456,42.3317,MI,Michigan,DETROIT,WAYNE,Midwest,Detroit-Warren-Dearborn MI,5
48268,-83.0456,42.3317,MI,Michigan,DETROIT,WAYNE,Midwest,Detroit-Warren-Dearborn MI,5
